Symbol,RMSE,MSE,MAE,MAPE,R2,Accuracy,Precision,Recall,F1_Score
NTRS,1.874098942909734,3.512246847815382,1.3344716397470486,1.3526341845272625,0.9596459207169696,52.09580838323353,68.58638743455498,56.70995670995672,62.08530805687204
NUE,17.29594171719593,299.1495998846385,16.42863599781314,11.948523504195348,-0.1147575062752286,52.69461077844312,67.05882352941175,52.77777777777778,59.067357512953365
NVDA,6.121601501088629,37.47400493813056,5.063551074419461,4.0519590583311,0.7807272712770147,49.10179640718562,66.08187134502924,50.22222222222222,57.07070707070707
NWL,1.1572541871413606,1.3392372536562114,0.8525259646800027,13.86384673523259,0.5602421384892345,46.706586826347305,61.53846153846154,44.85981308411215,51.891891891891895
NWS,0.4037511302900323,0.1630149752104786,0.272380621230426,0.9011435172576936,0.9579640173261076,50.59880239520959,68.02325581395348,51.54185022026432,58.64661654135338
NWSA,0.3418517810346592,0.1168626401965685,0.2226165033294193,0.8149181102023438,0.908440040101263,47.30538922155689,65.29411764705883,48.68421052631579,55.778894472361806
O,4.407996078553727,19.43042942854504,3.685296972360182,6.384587699058393,-0.9193937079034676,40.41916167664671,57.14285714285714,44.642857142857146,50.125313283208015
OKE,16.56767394400004,274.4878199146978,14.553654133399933,14.93475695946517,-2.1600711265656747,54.49101796407185,73.07692307692307,56.35593220338984,63.63636363636363
OMC,2.935071565588539,8.614645095126358,2.285891229134001,2.581961062059212,0.9152745037018704,53.59281437125748,69.1891891891892,56.63716814159292,62.28710462287105
ORCL,3.7059934476919314,13.734387434335527,2.4753043996504984,1.5768500376657255,0.9562632719975558,52.39520958083832,70.6896551724138,53.24675324675325,60.74074074074074
ORLY,1.4275170336754188,2.0378048814334666,1.1582057266733508,1.3881877003093253,0.9613272926822723,52.99401197604791,71.26436781609196,53.67965367965368,61.23456790123457
OXY,42.39378168924442,1797.2327259153155,41.94478928540872,83.22472370195274,-46.4612406304039,64.37125748502994,64.37125748502994,100.0,78.32422586520947
PAYX,1.88738358130411,3.562216782976328,1.281595116625985,0.9059050150653466,0.9637934291580432,49.10179640718562,66.86046511627907,50.43859649122807,57.49999999999999
PCAR,1.754606779839635,3.0786449518592134,1.1435083448406382,1.1294911829400551,0.949950807483274,50.898203592814376,67.08074534161491,49.31506849315068,56.84210526315789
PCG,8.993449357854773,80.88213135229844,8.896417267234023,48.29608199720873,-25.931372273327728,53.293413173652695,73.11827956989248,56.19834710743802,63.55140186915887
PEG,1.256228351364675,1.5781096707724092,0.9140277838119856,1.0948576986643137,0.9311872824744976,50.898203592814376,68.0,52.42290748898678,59.20398009950249
PEP,1.6884247011880602,2.8507779715819903,1.1331401015438367,0.7340879229746444,0.9853663889574734,48.50299401197605,64.55696202531645,46.78899082568808,54.25531914893617
PFE,1.6260372068054507,2.643996997915672,1.5534593181056302,5.898851978420957,0.4946181326001635,47.30538922155689,62.893081761006286,46.08294930875576,53.191489361702125
PFG,43.50354347113292,1892.558294544752,43.25820646798962,52.92783889733098,-87.91149375066243,66.76646706586826,66.76646706586826,100.0,80.07181328545781
PG,2.109231084044884,4.448855765901157,1.5875368142199062,0.948086669141858,0.7964259816714883,49.700598802395206,68.20809248554913,51.08225108225109,58.415841584158414
PGR,5.650044308387039,31.92300068673677,4.757881886823871,1.892278619873185,0.9253779662850024,47.00598802395209,64.40677966101694,50.0,56.2962962962963
PH,10.822503733924888,117.12658707081816,6.409605321907285,1.0447457834449627,0.9600372884415282,50.59880239520959,68.04733727810651,50.88495575221239,58.22784810126582
PHM,4.732871600663567,22.40007358836772,4.291382226894144,3.645150115675684,0.8965746810814035,50.0,64.375,48.35680751173709,55.22788203753352
